ABC,ABC XYZ Bucket,Country1,Country2,Month,prodHier1,prodHier2,prodHier3,prodHier4,prodHier5,prodHier6,prodHier7,prodHier8,prodHier9,State,Time Stamp,Updated brand,XYZ,Abs Error,Accuracy Calculation,Bias,Error,Historical Forecast,Quarter,sales contribution,salesValue,Updated Actual,Week,Year
A,AX,,,May,USA,west,Personal Wash,Soap,Brand1,AGNSCH,HA37,HA37-AGNSCH,GT,Arizona,5/1/2022,Brand1,X,4.724247106,0.926410808,0.073589192,4.724247106,68.92181431,1,42.96,64.1975672,64.1975672,18,2022
A,AX,,,May,USA,west,Personal Wash,Soap,Brand1,AGNSCH,HA54,HA54-AGNSCH,GT,Arizona,5/1/2022,Brand1,X,1.957331555,0.984422025,-0.015577975,-1.957331555,123.6900328,1,42.96,125.6473644,125.6473644,18,2022
A,AX,,,May,USA,west,Personal Wash,Soap,Brand1,AGNA57S,HA29,HA29-AGNA57S,GT,California,5/1/2022,Brand1,X,21.47052701,0.824312266,-0.175687734,-21.47052701,100.7379307,1,42.96,122.2084577,122.2084577,18,2022
A,AX,,,May,USA,west,Personal Wash,Soap,Brand6,ACCO5,HA43,HA43-ACCO5,GT,Alaska,5/1/2022,Brand6,X,7.17835665,0.917428623,0.082571377,7.17835665,94.11352635,1,42.96,86.9351697,86.9351697,18,2022
B,BX,,,May,USA,Mid West,Hair Color,Creme,Brand2,BMBL2T,HA36,HA36-BMBL2T,GT,Ohio,5/1/2022,Brand2,X,3.168313629,0.901789476,-0.098210524,-3.168313629,29.09211527,1,5.99,32.2604289,32.2604289,18,2022
B,BX,,,May,USA,South East,Hair Color,Creme,Brand2,BMBB2T,HA41,HA41-BMBB2T,GT,Florida,5/1/2022,Brand2,X,16.91940774,0.377203276,0.622796724,16.91940774,44.08622974,1,5.99,27.166822,27.166822,18,2022
B,BX,,,May,USA,South West,Hair Color,Creme,Brand2,BMBN2T,HA39,HA39-BMBN2T,GT,Montana,5/1/2022,Brand2,X,7.471068762,0.816655721,-0.183344279,-7.471068762,33.27778244,1,5.99,40.7488512,40.7488512,18,2022
B,BX,,,May,USA,Mid West,Hi,Gel,Brand5,MHAG2,HA24,HA24-MHAG2,GT,Illinois,5/1/2022,Brand5,X,5.614026915,0.792532832,0.207467168,5.614026915,32.67385992,1,5.99,27.059833,27.059833,18,2022
B,BX,,,May,USA,South East,Hi,Aerosol,Brand5,SHAF2,HA37,HA37-SHAF2,GT,Arkansas,5/1/2022,Brand5,X,0.327384996,0.981667155,-0.018332845,-0.327384996,17.5304539,1,5.99,17.8578389,17.8578389,18,2022
B,BX,,,May,USA,South East,Hi,Aerosol,Brand5,SHAF7,HA25,HA25-SHAF7,GT,Florida,5/1/2022,Brand5,X,6.260468564,0.614224570,0.385775430,6.260468564,22.48874046,1,5.99,16.2282719,16.2282719,18,2022
B,BX,,,May,USA,Mid West,Personal Wash,Soap,Brand1,AGNFCH,HA29,HA29-AGNFCH,GT,Illinois,5/1/2022,Brand1,X,0.580248114,0.962819860,0.037180140,0.580248114,16.18664731,1,5.99,15.6063992,15.6063992,18,2022
B,BX,,,May,USA,Mid West,Personal Wash,Soap,Brand1,AGNS9,HA24,HA24-AGNS9,GT,Indiana,5/1/2022,Brand1,X,0.939787005,0.894819223,0.105180777,0.939787005,9.874756205,1,5.99,8.9349692,8.9349692,18,2022
B,BX,,,May,USA,Mid West,Personal Wash,Soap,Brand1,AGNA4,HA28,HA28-AGNA4,GT,Ohio,5/1/2022,Brand1,X,1.416830163,0.881230021,0.118769979,1.416830163,13.34602456,1,5.99,11.9291944,11.9291944,18,2022
B,BX,,,May,USA,Mid West,Personal Wash,Soap,Brand6,ACHO5,HA43,HA43-ACHO5,GT,Ohio,5/1/2022,Brand6,X,10.92489388,0.784215112,-0.215784888,-10.92489388,39.70373902,1,5.99,50.6286329,50.6286329,18,2022
B,BX,,,May,USA,North East,Personal Wash,Soap,Brand11,ASOO9,HA28,HA28-ASOO9,GT,Vermont,5/1/2022,Brand11,X,0.05846565,0.995929482,-0.004070518,-0.05846565,14.30472925,1,5.99,14.3631949,14.3631949,18,2022
B,BX,,,May,USA,North East,Personal Wash,Soap,Brand6,ACL14,HA28,HA28-ACL14,GT,New York,5/1/2022,Brand6,X,2.709597239,0.943746339,0.056253661,2.709597239,50.87707984,1,5.99,48.1674826,48.1674826,18,2022
B,BX,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNS57,HA26,HA26-AGNS57,GT,Florida,5/1/2022,Brand1,X,0.214898782,0.995287412,-0.004712588,-0.214898782,45.38611412,1,5.99,45.6010129,45.6010129,18,2022
B,BX,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNJCH,HA29,HA29-AGNJCH,GT,Georgia,5/1/2022,Brand1,X,0.355474889,0.974534361,0.025465639,0.355474889,14.31447649,1,5.99,13.9590016,13.9590016,18,2022
B,BX,,,May,USA,South East,Personal Wash,Soap,Brand11,ASOO9,HA29,HA29-ASOO9,GT,Alabama,5/1/2022,Brand11,X,2.030706447,0.886544486,-0.113455514,-2.030706447,15.86799565,1,5.99,17.8987021,17.8987021,18,2022
B,BX,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNA4,HA25,HA25-AGNA4,GT,Montana,5/1/2022,Brand1,X,6.031223891,0.141737912,0.858262088,6.031223891,13.05847579,1,5.99,7.0272519,7.0272519,18,2022
B,BX,,,May,USA,west,Personal Wash,Soap,Brand1,AGNSAH,HA41,HA41-AGNSAH,GT,Colorado,5/1/2022,Brand1,X,1.52395846,0.902520386,0.097479614,1.52395846,17.15757036,1,5.99,15.6336119,15.6336119,18,2022
B,BX,,,May,USA,west,Personal Wash,Soap,Brand6,ACLH6,HA25,HA25-ACLH6,GT,Arizona,5/1/2022,Brand6,X,7.911874244,0.698408535,-0.301591465,-7.911874244,18.32187296,1,5.99,26.2337472,26.2337472,18,2022
C,CX,,,May,USA,Mid West,Hair Color,Creme,Brand2,BMBN2T,HA24,HA24-BMBN2T,GT,Michigan,5/1/2022,Brand2,X,2.779594944,0.865199176,-0.134800824,-2.779594944,17.84041956,1,0.56,20.6200145,20.6200145,18,2022
C,CX,,,May,USA,North East,Hair Color,Creme,Brand2,BMBD2T,HA24,HA24-BMBD2T,GT,New York,5/1/2022,Brand2,X,1.329390268,0.895258818,-0.104741182,-1.329390268,11.36275473,1,0.56,12.692145,12.692145,18,2022
C,CX,,,May,USA,South East,Hair Color,Creme,Brand2,BMBN2T,HA28,HA28-BMBN2T,GT,Georgia,5/1/2022,Brand2,X,0.040007596,0.996783946,-0.003216054,-0.040007596,12.3999566,1,0.56,12.4399642,12.4399642,18,2022
C,CX,,,May,USA,South West,Hair Color,Creme,Brand2,BMBL2T,HA37,HA37-BMBL2T,GT,Montana,5/1/2022,Brand2,X,1.981557714,0.818271477,-0.181728523,-1.981557714,8.922386686,1,0.56,10.9039444,10.9039444,18,2022
C,CX,,,May,USA,west,Hair Color,Creme,Brand2,BMBD2T,HA28,HA28-BMBD2T,GT,Alaska,5/1/2022,Brand2,X,0.113366771,0.984000769,-0.015999231,-0.113366771,6.972396829,1,0.56,7.0857636,7.0857636,18,2022
C,CX,,,May,USA,South East,Hi,Refill,Brand4,RF2R,HA23,HA23-RF2R,GT,Arkansas,5/1/2022,Brand4,X,3.320515088,0.762176747,-0.237823253,-3.320515088,10.64159771,1,0.56,13.9621128,13.9621128,18,2022
C,CX,,,May,USA,Mid West,Home Care,Pocket,Brand10,FAPSB,HA37,HA37-FAPSB,GT,Illinois,5/1/2022,Brand10,X,0.853999064,0.867617667,-0.132382333,-0.853999064,5.597005737,1,0.56,6.4510048,6.4510048,18,2022
C,CX,,,May,USA,South East,Home Care,Pocket,Brand10,FAPSB,HA24,HA24-FAPSB,GT,Alabama,5/1/2022,Brand10,X,3.21678836,0.746269878,-0.253730122,-3.21678836,9.46120324,1,0.56,12.6779916,12.6779916,18,2022
C,CX,,,May,USA,South East,Home Care,Pocket,Brand10,FAPSB,HA25,HA25-FAPSB,GT,Alabama,5/1/2022,Brand10,X,0.926224893,0.920363702,-0.079636298,-0.926224893,10.70446251,1,0.56,11.6306874,11.6306874,18,2022
C,CX,,,May,USA,South West,Home Care,Pocket,Brand10,FAPBR,HA25,HA25-FAPBR,GT,North Dakota,5/1/2022,Brand10,X,1.063873591,0.913406713,-0.086593287,-1.063873591,11.22199321,1,0.56,12.2858668,12.2858668,18,2022
C,CX,,,May,USA,west,Home Care,Pocket,Brand10,FAPBR,HA24,HA24-FAPBR,GT,California,5/1/2022,Brand10,X,3.069975713,0.744869875,-0.255130125,-3.069975713,8.963004387,1,0.56,12.0329801,12.0329801,18,2022
C,CX,,,May,USA,North East,Personal Wash,Soap,Brand1,AGNA4,HA24,HA24-AGNA4,GT,New York,5/1/2022,Brand1,X,1.613300474,0.817927962,0.182072038,1.613300474,10.47408157,1,0.56,8.8607811,8.8607811,18,2022
C,CX,,,May,USA,North East,Personal Wash,Soap,Brand11,ASOO9,HA37,HA37-ASOO9,GT,New Jersey,5/1/2022,Brand11,X,0.099251754,0.973482448,0.026517552,0.099251754,3.842121954,1,0.56,3.7428702,3.7428702,18,2022
C,CX,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNS9,HA28,HA28-AGNS9,GT,Alabama,5/1/2022,Brand1,X,1.439171025,0.815653157,0.184346843,1.439171025,9.246036625,1,0.56,7.8068656,7.8068656,18,2022
C,CX,,,May,USA,South West,Personal Wash,Soap,Brand6,ACFL7,HA37,HA37-ACFL7,GT,Montana,5/1/2022,Brand6,X,0.876703174,0.816002484,-0.183997516,-0.876703174,3.888052326,1,0.56,4.7647555,4.7647555,18,2022
A,AY,,,May,USA,Mid West,Hair Color,Creme,Brand2,BMBB2T,HA37,HA37-BMBB2T,GT,Illinois,5/1/2022,Brand2,Y,35.0453021,0.629501483,-0.370498517,-35.0453021,59.544286,1,32.06,94.5895881,94.5895881,18,2022
A,AY,,,May,USA,Mid West,Hair Color,Creme,Brand2,BMBB2T,HA26,HA26-BMBB2T,GT,Ohio,5/1/2022,Brand2,Y,1.583555558,0.99,-0.01,-1.583555558,156.7720002,1,32.06,158.3555558,158.3555558,18,2022
A,AY,,,May,USA,Mid West,Hair Color,Powder,Brand2,BPSK9,HA41,HA41-BPSK9,GT,Indiana,5/1/2022,Brand2,Y,3.126246496,0.919266068,0.080733932,3.126246496,41.8490785,1,32.06,38.722832,38.722832,18,2022
A,AY,,,May,USA,South East,Hair Color,Creme,Brand2,BMBB2T,HA29,HA29-BMBB2T,GT,Florida,5/1/2022,Brand2,Y,5.342654621,0.913723618,-0.086276382,-5.342654621,56.58222578,1,32.06,61.9248804,61.9248804,18,2022
A,AY,,,May,USA,South East,Hair Color,Creme,Brand2,BMBB2T,HA42,HA42-BMBB2T,GT,Georgia,5/1/2022,Brand2,Y,8.453050644,0.859699507,-0.140300493,-8.453050644,51.79656386,1,32.06,60.2496145,60.2496145,18,2022
A,AY,,,May,USA,South West,Hair Color,Powder,Brand2,BPSK9,HA51,HA51-BPSK9,GT,North Dakota,5/1/2022,Brand2,Y,1.109204989,0.99,-0.01,-1.109204989,109.8112939,1,32.06,110.9204989,110.9204989,18,2022
A,AY,,,May,USA,west,Hair Color,Creme,Brand2,BMBB2T,HA39,HA39-BMBB2T,GT,Colorado,5/1/2022,Brand2,Y,24.18554185,0.742311137,-0.257688863,-24.18554185,69.67005415,1,32.06,93.855596,93.855596,18,2022
A,AY,,,May,USA,Mid West,Hi,Coil,Brand4,LGHP2,HA37,HA37-LGHP2,GT,Michigan,5/1/2022,Brand4,Y,1.806391498,0.654056809,-0.345943191,-1.806391498,3.415250502,1,32.06,5.221642,5.221642,18,2022
A,AY,,,May,USA,Mid West,Hi,Refill,Brand4,RF1R,HA25,HA25-RF1R,GT,Indiana,5/1/2022,Brand4,Y,43.05960913,0.592892560,0.407107440,43.05960913,148.8292535,1,32.06,105.7696444,105.7696444,18,2022
A,AY,,,May,USA,North East,Hi,Lmd,Brand4,UF1R,HA23,HA23-UF1R,GT,New York,5/1/2022,Brand4,Y,3.406700285,0.823823176,0.176176824,3.406700285,22.74352459,1,32.06,19.3368243,19.3368243,18,2022
A,AY,,,May,USA,North East,Hi,Lmd,Brand4,UF1R,HA43,HA43-UF1R,GT,New York,5/1/2022,Brand4,Y,0.80180172,0.956558440,-0.043441560,-0.80180172,17.65521768,1,32.06,18.4570194,18.4570194,18,2022
A,AY,,,May,USA,North East,Hi,Refill,Brand4,RF1R,HA23,HA23-RF1R,GT,New York,5/1/2022,Brand4,Y,20.14780739,0.729509684,0.270490316,20.14780739,94.63405039,1,32.06,74.486243,74.486243,18,2022
A,AY,,,May,USA,North East,Hi,Refill,Brand4,RGAOA,HA29,HA29-RGAOA,GT,Vermont,5/1/2022,Brand4,Y,2.777393406,0.842280422,0.157719578,2.777393406,20.38708681,1,32.06,17.6096934,17.6096934,18,2022
A,AY,,,May,USA,North East,Hi,Aerosol,Brand5,SHAF4,HA26,HA26-SHAF4,GT,Rhode Island,5/1/2022,Brand5,Y,8.421490789,0.533341047,0.466658953,8.421490789,26.46784079,1,32.06,18.04635,18.04635,18,2022
A,AY,,,May,USA,South East,Hi,Refill,Brand4,RGAOA,HA28,HA28-RGAOA,GT,Florida,5/1/2022,Brand4,Y,4.276467951,0.759082959,0.240917041,4.276467951,22.02725855,1,32.06,17.7507906,17.7507906,18,2022
A,AY,,,May,USA,South East,Hi,Refill,Brand4,RF16,HA25,HA25-RF16,GT,Georgia,5/1/2022,Brand4,Y,1.256204295,0.873451504,-0.126548496,-1.256204295,8.670458905,1,32.06,9.9266632,9.9266632,18,2022
A,AY,,,May,USA,South East,Hi,Coil,Brand9,LJCF2,HA41,HA41-LJCF2,GT,Georgia,5/1/2022,Brand9,Y,3.42158119,0.665397107,-0.334602893,-3.42158119,6.80421561,1,32.06,10.2257968,10.2257968,18,2022
A,AY,,,May,USA,South West,Hi,Coil,Brand4,LGHF2,HA23,HA23-LGHF2,GT,New Mexico,5/1/2022,Brand4,Y,18.45961185,0.720954044,-0.279045956,-18.45961185,47.69297495,1,32.06,66.1525868,66.1525868,18,2022
A,AY,,,May,USA,South West,Hi,Coil,Brand4,LGHF2,HA43,HA43-LGHF2,GT,New Mexico,5/1/2022,Brand4,Y,5.185885872,0.939677399,0.060322601,5.185885872,91.15508727,1,32.06,85.9692014,85.9692014,18,2022
A,AY,,,May,USA,South West,Hi,Refill,Brand4,RF16,HA26,HA26-RF16,GT,Oklahoma,5/1/2022,Brand4,Y,12.80690617,-0.627779273,1.627779273,12.80690617,20.67462287,1,32.06,7.8677167,7.8677167,18,2022
A,AY,,,May,USA,west,Hi,Lmd,Brand4,UF1R,HA29,HA29-UF1R,GT,Alaska,5/1/2022,Brand4,Y,8.916769009,0.580302953,0.419697047,8.916769009,30.16249631,1,32.06,21.2457273,21.2457273,18,2022
A,AY,,,May,USA,west,Hi,Lmd,Brand4,UF1R,HA24,HA24-UF1R,GT,Arizona,5/1/2022,Brand4,Y,10.677509,0.432799122,0.567200878,10.677509,29.5024252,1,32.06,18.8249162,18.8249162,18,2022
A,AY,,,May,USA,west,Hi,Refill,Brand4,RGAOA,HA43,HA43-RGAOA,GT,Alaska,5/1/2022,Brand4,Y,8.337285818,0.688211305,-0.311788695,-8.337285818,18.40289418,1,32.06,26.74018,26.74018,18,2022
A,AY,,,May,USA,west,Hi,Refill,Brand4,RGAOA,HA23,HA23-RGAOA,GT,Colorado,5/1/2022,Brand4,Y,4.293190807,0.811615169,-0.188384831,-4.293190807,18.49628109,1,32.06,22.7894719,22.7894719,18,2022
A,AY,,,May,USA,west,Hi,Aerosol,Brand5,SHAC4,HA25,HA25-SHAC4,GT,Arizona,5/1/2022,Brand5,Y,2.636976141,0.900652400,0.099347600,2.636976141,29.17990374,1,32.06,26.5429276,26.5429276,18,2022
A,AY,,,May,USA,Mid West,Personal Wash,Soap,Brand1,AGNSCH,HA39,HA39-AGNSCH,GT,Illinois,5/1/2022,Brand1,Y,48.53977946,0.735615754,-0.264384246,-48.53977946,135.0558025,1,32.06,183.595582,183.595582,18,2022
A,AY,,,May,USA,Mid West,Personal Wash,Soap,Brand1,AGNA3H,HA27,HA27-AGNA3H,GT,Indiana,5/1/2022,Brand1,Y,13.92914515,0.950164861,0.049835139,13.92914515,293.4336346,1,32.06,279.5044895,279.5044895,18,2022
A,AY,,,May,USA,Mid West,Personal Wash,Soap,Brand1,AGNSCH,HA29,HA29-AGNSCH,GT,Michigan,5/1/2022,Brand1,Y,46.50221455,0.828091282,0.171908718,46.50221455,317.0074869,1,32.06,270.5052724,270.5052724,18,2022
A,AY,,,May,USA,North East,Personal Wash,Soap,Brand1,AGNA3H,HA40,HA40-AGNA3H,GT,New Jersey,5/1/2022,Brand1,Y,35.5236965,0.277963713,0.722036287,35.5236965,84.7230195,1,32.06,49.199323,49.199323,18,2022
A,AY,,,May,USA,North East,Personal Wash,Soap,Brand1,AGNJCH,HA36,HA36-AGNJCH,GT,Rhode Island,5/1/2022,Brand1,Y,9.123986564,0.792215573,0.207784427,9.123986564,53.03481606,1,32.06,43.9108295,43.9108295,18,2022
A,AY,,,May,USA,North East,Personal Wash,Soap,Brand1,AGNNCP,HA40,HA40-AGNNCP,GT,Vermont,5/1/2022,Brand1,Y,8.162291106,0.856897373,0.143102627,8.162291106,65.20031541,1,32.06,57.0380243,57.0380243,18,2022
A,AY,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNA1H,HA25,HA25-AGNA1H,GT,Alabama,5/1/2022,Brand1,Y,3.014376369,0.99,-0.01,-3.014376369,298.4232605,1,32.06,301.4376369,301.4376369,18,2022
A,AY,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNNAH,HA36,HA36-AGNNAH,GT,Arkansas,5/1/2022,Brand1,Y,36.09521954,-3138.315307276,3139.315307276,36.09521954,36.10671734,1,32.06,0.0114978,0.0114978,18,2022
A,AY,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNA1H,HA39,HA39-AGNA1H,GT,Arkansas,5/1/2022,Brand1,Y,1.906998877,0.99,-0.01,-1.906998877,188.7928888,1,32.06,190.6998877,190.6998877,18,2022
A,AY,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNA1H,HA40,HA40-AGNA1H,GT,Arkansas,5/1/2022,Brand1,Y,13.75192424,0.908105551,0.091894449,13.75192424,163.4010538,1,32.06,149.6491296,149.6491296,18,2022
A,AY,,,May,USA,South East,Personal Wash,Soap,Brand1,AGNA1H,HA27,HA27-AGNA1H,GT,Florida,5/1/2022,Brand1,Y,13.03686702,0.951921017,-0.048078983,-13.03686702,258.1183486,1,32.06,271.1552156,271.1552156,18,2022
A,AY,,,May,USA,South East,Personal Wash,Soap,Brand6,ACRO95,HA43,HA43-ACRO95,GT,Florida,5/1/2022,Brand6,Y,4.316545864,0.865329824,0.134670176,4.316545864,36.36926906,1,32.06,32.0527232,32.0527232,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNSCH,HA51,HA51-AGNSCH,GT,Montana,5/1/2022,Brand1,Y,21.37455151,0.756572496,-0.243427504,-21.37455151,66.43208959,1,32.06,87.8066411,87.8066411,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNSCH,HA25,HA25-AGNSCH,GT,New Mexico,5/1/2022,Brand1,Y,2.701791924,0.99,-0.01,-2.701791924,267.4774005,1,32.06,270.1791924,270.1791924,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNSCH,HA40,HA40-AGNSCH,GT,New Mexico,5/1/2022,Brand1,Y,24.15993114,0.851911473,0.148088527,24.15993114,187.3051225,1,32.06,163.1451914,163.1451914,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNNCP,HA36,HA36-AGNNCP,GT,North Dakota,5/1/2022,Brand1,Y,5.66123059,0.953263529,-0.046736471,-5.66123059,115.4696662,1,32.06,121.1308968,121.1308968,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNA1H,HA51,HA51-AGNA1H,GT,North Dakota,5/1/2022,Brand1,Y,29.43168555,0.704025820,-0.295974180,-29.43168555,70.00835855,1,32.06,99.4400441,99.4400441,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand1,AGNSA,HA42,HA42-AGNSA,GT,Oklahoma,5/1/2022,Brand1,Y,5.226926911,0.99,-0.01,-5.226926911,517.4657642,1,32.06,522.6926911,522.6926911,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand6,ACFL7,HA54,HA54-ACFL7,GT,Montana,5/1/2022,Brand6,Y,3.75561058,0.99,-0.01,-3.75561058,371.8054474,1,32.06,375.561058,375.561058,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand6,ACRO95,HA23,HA23-ACRO95,GT,New Mexico,5/1/2022,Brand6,Y,19.08098609,0.682769860,-0.317230140,-19.08098609,41.06773141,1,32.06,60.1487175,60.1487175,18,2022
A,AY,,,May,USA,South West,Personal Wash,Soap,Brand6,ACLH6,HA54,HA54-ACLH6,GT,Oklahoma,5/1/2022,Brand6,Y,19.6911812,0.935442653,0.064557347,19.6911812,324.7096208,1,32.06,305.0184396,305.0184396,18,2022
A,AY,,,May,USA,west,Personal Wash,Soap,Brand1,AGNA3H,HA38,HA38-AGNA3H,GT,Arizona,5/1/2022,Brand1,Y,17.96450473,0.903351183,0.096648817,17.96450473,203.8385306,1,32.06,185.8740259,185.8740259,18,2022
A,AY,,,May,USA,west,Personal Wash,Soap,Brand1,AGNA1H,HA28,HA28-AGNA1H,GT,Colorado,5/1/2022,Brand1,Y,20.95972371,0.849628242,-0.150371758,-20.95972371,118.4263153,1,32.06,139.386039,139.386039,18,2022
A,AY,,,May,USA,west,Personal Wash,Soap,Brand6,ACLH6,HA38,HA38-ACLH6,GT,Alaska,5/1/2022,Brand6,Y,25.26665106,0.608035290,-0.391964710,-25.26665106,39.19489464,1,32.06,64.4615457,64.4615457,18,2022
B,BY,,,May,USA,Mid West,Hi,Aerosol,Brand5,SHAC4,HA37,HA37-SHAC4,GT,Illinois,5/1/2022,Brand5,Y,3.079376667,0.745590123,0.254409877,3.079376667,15.18337477,1,6.89,12.1039981,12.1039981,18,2022
B,BY,,,May,USA,Mid West,Hi,Aerosol,Brand5,SHAC2,HA38,HA38-SHAC2,GT,Ohio,5/1/2022,Brand5,Y,5.31862086,0.703338311,0.296661689,5.31862086,23.24685716,1,6.89,17.9282363,17.9282363,18,2022
B,BY,,,May,USA,Mid West,Hi,Aerosol,Brand5,SHAF2,HA41,HA41-SHAF2,GT,Ohio,5/1/2022,Brand5,Y,1.905737674,0.831137735,0.168862265,1.905737674,13.19148987,1,6.89,11.2857522,11.2857522,18,2022
B,BY,,,May,USA,North East,Hi,Refill,Brand4,RFL1R,HA25,HA25-RFL1R,GT,Vermont,5/1/2022,Brand4,Y,8.460706098,0.383234051,0.616765949,8.460706098,22.1785615,1,6.89,13.7178554,13.7178554,18,2022
B,BY,,,May,USA,North East,Hi,Aerosol,Brand5,SHAC4,HA51,HA51-SHAC4,GT,Vermont,5/1/2022,Brand5,Y,6.382203806,0.774838808,-0.225161192,-6.382203806,21.96283979,1,6.89,28.3450436,28.3450436,18,2022
B,BY,,,May,USA,South East,Hi,Coil,Brand4,LGMP8,HA51,HA51-LGMP8,GT,Arkansas,5/1/2022,Brand4,Y,8.580431012,-2.063802061,-0.753925023,-8.580431012,2.800582688,1,6.89,11.3810137,2.800582688,18,2022
B,BY,,,May,USA,South East,Hi,Lmd,Brand4,UF1R,HA37,HA37-UF1R,GT,Georgia,5/1/2022,Brand4,Y,7.230806715,0.186324494,0.813675506,7.230806715,16.11740422,1,6.89,8.8865975,8.8865975,18,2022
B,BY,,,May,USA,South East,Hi,Aerosol,Brand5,SHAC7,HA38,HA38-SHAC7,GT,Alabama,5/1/2022,Brand5,Y,7.772302999,0.362652954,0.637347046,7.772302999,19.9670767,1,6.89,12.1947737,12.1947737,18,2022
B,BY,,,May,USA,South East,Hi,Aerosol,Brand5,SHAC4,HA38,HA38-SHAC4,GT,Florida,5/1/2022,Brand5,Y,6.952810892,0.434873932,0.565126068,6.952810892,19.25592569,1,6.89,12.3031148,12.3031148,18,2022
B,BY,,,May,USA,South East,Hi,Aerosol,Brand5,SHAF4,HA25,HA25-SHAF4,GT,Georgia,5/1/2022,Brand5,Y,3.361256511,0.680948971,0.319051029,3.361256511,13.89642551,1,6.89,10.535169,10.535169,18,2022
B,BY,,,May,USA,South East,Hi,Aerosol,Brand5,SHAF7,HA42,HA42-SHAF7,GT,Georgia,5/1/2022,Brand5,Y,2.135481834,0.820820873,0.179179127,2.135481834,14.05362133,1,6.89,11.9181395,11.9181395,18,2022
B,BY,,,May,USA,South West,Hi,Card,Brand4,GGAF1,HA41,HA41-GGAF1,GT,New Mexico,5/1/2022,Brand4,Y,0.598398341,0.702358151,-0.297641849,-0.598398341,1.41206606,1,6.89,2.0104644,2.0104644,18,2022
B,BY,,,May,USA,South West,Hi,Coil,Brand4,LGHP2,HA29,HA29-LGHP2,GT,Montana,5/1/2022,Brand4,Y,3.246893897,0.746156632,-0.253843368,-3.246893897,9.544040603,1,6.89,12.7909345,12.7909345,18,2022
B,BY,,,May,USA,South West,Hi,Coil,Brand4,LGHP2,HA28,HA28-LGHP2,GT,North Dakota,5/1/2022,Brand4,Y,4.90954095,0.568526260,0.431473740,4.90954095,16.28808035,1,6.89,11.3785394,11.3785394,18,2022
B,BY,,,May,USA,South West,Hi,Aerosol,Brand5,SHAC2,HA29,HA29-SHAC2,GT,North Dakota,5/1/2022,Brand5,Y,5.325503954,0.716463428,0.283536572,5.325503954,24.10792735,1,6.89,18.7824234,18.7824234,18,2022
B,BY,,,May,USA,South West,Hi,Coil,Brand9,LJRB1,HA41,HA41-LJRB1,GT,Montana,5/1/2022,Brand9,Y,4.873066593,0.552888860,0.447111140,4.873066593,15.77207169,1,6.89,10.8990051,10.8990051,18,2022
B,BY,,,May,USA,west,Hi,Refill,Brand4,RF1R,HA27,HA27-RF1R,GT,Arizona,5/1/2022,Brand4,Y,16.54307646,0.350802292,0.649197708,16.54307646,42.02541606,1,6.89,25.4823396,25.4823396,18,2022
B,BY,,,May,USA,west,Hi,Refill,Brand4,RF2R,HA43,HA43-RF2R,GT,Arizona,5/1/2022,Brand4,Y,2.128810272,0.868794505,0.131205495,2.128810272,18.35381877,1,6.89,16.2250085,16.2250085,18,2022
B,BY,,,May,USA,west,Hi,Refill,Brand4,RFL1R,HA28,HA28-RFL1R,GT,Colorado,5/1/2022,Brand4,Y,10.83760554,-0.021960151,1.021960151,10.83760554,21.44232974,1,6.89,10.6047242,10.6047242,18,2022
B,BY,,,May,USA,west,Hi,Aerosol,Brand5,SHAC2,HA26,HA26-SHAC2,GT,Arizona,5/1/2022,Brand5,Y,5.846244283,0.718242522,0.281757478,5.846244283,26.59545148,1,6.89,20.7492072,20.7492072,18,2022
B,BY,,,May,USA,west,Hi,Gel,Brand5,MHAG2,HA28,HA28-MHAG2,GT,California,5/1/2022,Brand5,Y,1.185751488,0.933317166,0.066682834,1.185751488,18.96771159,1,6.89,17.7819601,17.7819601,18,2022
B,BY,,,May,USA,Mid West,Personal Wash,Soap,Brand6,ACL14,HA40,HA40-ACL14,GT,Ohio,5/1/2022,Brand6,Y,7.394946698,0.842488387,0.157511613,7.394946698,54.3435276,1,6.89,46.9485809,46.9485809,18,2022
B,BY,,,May,USA,Mid West,Personal Wash,Soap,Brand6,ACRO5,HA41,HA41-ACRO5,GT,Ohio,5/1/2022,Brand6,Y,3.777732496,0.811019927,-0.188980073,-3.777732496,16.2123778,1,6.89,19.9901103,19.9901103,18,2022
